5.390780e-01    4.340830e-01    27    1
4.340830e-01    5.390780e-01    245    1
5.390780e-01    6.447460e-01    11    1
6.447460e-01    5.390780e-01    114    1
5.390780e-01    4.340830e-01    50    1
4.340830e-01    5.390780e-01    151    1
5.390780e-01    4.340830e-01    37    1
4.340830e-01    5.390780e-01    452    1
5.390780e-01    4.340830e-01    85    1
4.340830e-01    6.447460e-01    114    1
6.447460e-01    4.340830e-01    169    1
4.340830e-01    5.390780e-01    494    1
5.390780e-01    4.340830e-01    43    1
4.340830e-01    6.447460e-01    257    1
6.447460e-01    5.390780e-01    51    1
5.390780e-01    6.447460e-01    49    1
6.447460e-01    5.390780e-01    25    1
5.390780e-01    4.340830e-01    125    1
4.340830e-01    6.447460e-01    1036    1
6.447460e-01    4.340830e-01    54    1
4.340830e-01    6.447460e-01    1331    1
6.447460e-01    5.390780e-01    29    1
5.390780e-01    4.340830e-01    138    1
4.340830e-01    5.390780e-01    439    1
5.390780e-01    4.340830e-01    48    1
4.340830e-01    5.390780e-01    768    1
5.390780e-01    4.340830e-01    15    1
4.340830e-01    6.447460e-01    995    1
6.447460e-01    4.340830e-01    50    1
4.340830e-01    5.390780e-01    1053    1
5.390780e-01    6.447460e-01    84    1
6.447460e-01    5.390780e-01    36    1
5.390780e-01    4.340830e-01    65    1
4.340830e-01    6.447460e-01    747    1
6.447460e-01    5.390780e-01    24    1
5.390780e-01    4.340830e-01    30    1
4.340830e-01    5.390780e-01    381    1
5.390780e-01    4.340830e-01    36    1
4.340830e-01    5.390780e-01    1867    1
5.390780e-01    4.340830e-01    34    1
4.340830e-01    5.390780e-01    1180    1
5.390780e-01    6.447460e-01    92    1
6.447460e-01    5.390780e-01    40    1
5.390780e-01    4.340830e-01    57    1
4.340830e-01    5.390780e-01    2447    1
5.390780e-01    4.340830e-01    53    1
4.340830e-01    5.390780e-01    551    1
5.390780e-01    4.340830e-01    19    1
4.340830e-01    5.390780e-01    616    1
5.390780e-01    4.340830e-01    204    1
4.340830e-01    5.390780e-01    2143    1
5.390780e-01    4.340830e-01    32    1
4.340830e-01    6.447460e-01    1477    1
6.447460e-01    5.390780e-01    94    1
5.390780e-01    6.447460e-01    24    1
6.447460e-01    4.340830e-01    172    1
4.340830e-01    6.447460e-01    1704    1
6.447460e-01    5.390780e-01    25    1
5.390780e-01    4.340830e-01    22    1
4.340830e-01    5.390780e-01    1314    1
5.390780e-01    4.340830e-01    63    1
4.340830e-01    6.447460e-01    2316    1
6.447460e-01    4.340830e-01    61    1
4.340830e-01    6.447460e-01    317    1
6.447460e-01    4.340830e-01    69    1
4.340830e-01    5.390780e-01    997    1
5.390780e-01    4.340830e-01    34    1
4.340830e-01    5.390780e-01    2089    2
5.390780e-01    6.447460e-01    14    2
6.447460e-01    4.340830e-01    203    2
4.340830e-01    5.390780e-01    143    2
5.390780e-01    4.340830e-01    42    2
4.340830e-01    5.390780e-01    37    2
5.390780e-01    4.340830e-01    54    2
4.340830e-01    5.390780e-01    217    2
5.390780e-01    4.340830e-01    148    2
4.340830e-01    5.390780e-01    201    2
5.390780e-01    4.340830e-01    56    2
4.340830e-01    5.390780e-01    394    2
5.390780e-01    4.340830e-01    81    2
4.340830e-01    5.390780e-01    140    2
5.390780e-01    4.340830e-01    240    2
4.340830e-01    5.390780e-01    335    2
