6.256730e-01    5.034660e-01    10
5.034660e-01    6.256730e-01    5
6.256730e-01    5.034660e-01    21
5.034660e-01    6.256730e-01    2
6.256730e-01    5.449830e-01    14
5.449830e-01    6.256730e-01    13
6.256730e-01    5.034660e-01    4
5.034660e-01    5.449830e-01    31
5.449830e-01    6.256730e-01    3
6.256730e-01    5.034660e-01    9
5.034660e-01    5.449830e-01    6
5.449830e-01    4.227580e-01    6
4.227580e-01    5.034660e-01    14
5.034660e-01    5.449830e-01    1
5.449830e-01    5.034660e-01    26
5.034660e-01    4.227580e-01    1
4.227580e-01    5.034660e-01    11
5.034660e-01    5.449830e-01    1
5.449830e-01    4.227580e-01    10
4.227580e-01    5.034660e-01    4
5.034660e-01    4.227580e-01    6
4.227580e-01    5.034660e-01    6
5.034660e-01    4.227580e-01    2
4.227580e-01    5.034660e-01    5
5.034660e-01    5.449830e-01    1
5.449830e-01    5.034660e-01    31
5.034660e-01    4.227580e-01    1
4.227580e-01    5.034660e-01    10
5.034660e-01    5.449830e-01    1
5.449830e-01    5.034660e-01    6
5.034660e-01    4.227580e-01    2
4.227580e-01    5.034660e-01    19
5.034660e-01    5.449830e-01    2
5.449830e-01    4.227580e-01    11
4.227580e-01    5.034660e-01    7
5.034660e-01    4.227580e-01    2
4.227580e-01    5.034660e-01    3
5.034660e-01    5.449830e-01    1
5.449830e-01    5.034660e-01    3
5.034660e-01    4.227580e-01    6
4.227580e-01    5.034660e-01    10
5.034660e-01    4.227580e-01    3
4.227580e-01    5.034660e-01    4
5.034660e-01    4.227580e-01    3
4.227580e-01    5.034660e-01    15
5.034660e-01    4.227580e-01    3
4.227580e-01    5.034660e-01    5
5.034660e-01    5.449830e-01    1
5.449830e-01    4.227580e-01    10
4.227580e-01    5.449830e-01    19
5.449830e-01    4.227580e-01    9
4.227580e-01    5.449830e-01    5
5.449830e-01    4.227580e-01    13
4.227580e-01    5.449830e-01    11
5.449830e-01    5.034660e-01    5
5.034660e-01    4.227580e-01    1
4.227580e-01    5.034660e-01    8
5.034660e-01    5.449830e-01    1
5.449830e-01    4.227580e-01    7
4.227580e-01    5.034660e-01    29
5.034660e-01    5.449830e-01    9
5.449830e-01    5.034660e-01    16
5.034660e-01    4.227580e-01    3
4.227580e-01    5.034660e-01    2
5.034660e-01    4.227580e-01    6
4.227580e-01    5.034660e-01    9
5.034660e-01    5.449830e-01    1
5.449830e-01    4.227580e-01    4
4.227580e-01    5.034660e-01    6
5.034660e-01    4.227580e-01    7
4.227580e-01    5.034660e-01    9
5.034660e-01    5.449830e-01    3
5.449830e-01    4.227580e-01    16
4.227580e-01    5.034660e-01    2
5.034660e-01    4.227580e-01    2
4.227580e-01    5.034660e-01    19
5.034660e-01    4.227580e-01    2
4.227580e-01    5.034660e-01    10
5.034660e-01    5.449830e-01    2
5.449830e-01    5.034660e-01    11
5.034660e-01    4.227580e-01    2
4.227580e-01    5.034660e-01    5
5.034660e-01    5.449830e-01    5
5.449830e-01    4.227580e-01    13
4.227580e-01    5.034660e-01    10
5.034660e-01    4.227580e-01    1
4.227580e-01    5.034660e-01    30
5.034660e-01    5.449830e-01    7
5.449830e-01    5.034660e-01    5
5.034660e-01    4.227580e-01    11
4.227580e-01    5.034660e-01    7
5.034660e-01    5.449830e-01    1
5.449830e-01    4.227580e-01    13
4.227580e-01    5.034660e-01    3
5.034660e-01    5.449830e-01    1
5.449830e-01    4.227580e-01    12
4.227580e-01    5.034660e-01    6
5.034660e-01    4.227580e-01    2
4.227580e-01    5.034660e-01    2
5.034660e-01    4.227580e-01    3
4.227580e-01    5.034660e-01    2
5.034660e-01    4.227580e-01    3
4.227580e-01    5.034660e-01    4
5.034660e-01    4.227580e-01    3
4.227580e-01    5.034660e-01    6
5.034660e-01    4.227580e-01    4
4.227580e-01    5.034660e-01    19
5.034660e-01    4.227580e-01    2
4.227580e-01    5.034660e-01    1
5.034660e-01    4.227580e-01    4
4.227580e-01    5.034660e-01    7
5.034660e-01    5.449830e-01    3
5.449830e-01    4.227580e-01    7
4.227580e-01    5.034660e-01    36
5.034660e-01    4.227580e-01    6
4.227580e-01    5.034660e-01    19
5.034660e-01    4.227580e-01    14
4.227580e-01    5.034660e-01    2
5.034660e-01    5.449830e-01    1
5.449830e-01    4.227580e-01    3
4.227580e-01    5.034660e-01    18
5.034660e-01    4.227580e-01    2
4.227580e-01    5.034660e-01    1
5.034660e-01    4.227580e-01    6
